#台語教典 = 教育部《臺灣閩南語常用詞辭典》 https://twblg.dict.edu.tw/
#客語教典 = 教育部《臺灣客家語常用詞辭典》 https://hakka.dict.edu.tw/
#以上為 創用CC 姓名標示-禁止改作 3.0 授權
#非屬以上兩典，標註有「再會豆腐字」 的字，來自 https://tauhu.tw/jit-tsi/ 蒐集的結果
#Char	Unicode	Big5	Memo
栓	6813	V	台語教典、客語教典
栖	6816	V	客語教典
栗	6817	V	台語教典、客語教典
校	6821	V	台語教典、客語教典
株	682A	V	台語教典、客語教典
栱	6831	V	台語教典
核	6838	V	台語教典、客語教典
根	6839	V	台語教典、客語教典
格	683C	V	台語教典、客語教典
栽	683D	V	台語教典、客語教典
栿	683F		台語教典
桀	6840	V	台語教典
桁	6841	V	客語教典
桂	6842	V	台語教典、客語教典
桃	6843	V	台語教典、客語教典
桅	6845	V	台語教典
框	6846	V	台語教典、客語教典
案	6848	V	台語教典、客語教典
桊	684A		客語教典
桌	684C	V	台語教典、客語教典
桍	684D	V	客語教典
桐	6850	V	台語教典、客語教典
桑	6851	V	台語教典、客語教典
桔	6854	V	台語教典
桮	686E	V	台語教典
桱	6871	V	台語教典、客語教典
桶	6876	V	台語教典、客語教典
桷	6877	V	台語教典、客語教典
桸	6878	V	台語教典
桿	687F	V	台語教典、客語教典
梁	6881	V	台語教典、客語教典
梅	6885	V	台語教典、客語教典
梓	6893	V	台語教典、客語教典
梔	6894	V	台語教典
梗	6897	V	台語教典、客語教典
梘	6898		台語教典
條	689D	V	台語教典、客語教典
梟	689F	V	台語教典、客語教典
梢	68A2	V	台語教典
梧	68A7	V	台語教典、客語教典
梨	68A8	V	台語教典、客語教典
梭	68AD	V	台語教典、客語教典
梯	68AF	V	台語教典、客語教典
械	68B0	V	台語教典、客語教典
梳	68B3	V	台語教典、客語教典
梵	68B5	V	台語教典
梹	68B9		客語教典
棄	68C4	V	台語教典、客語教典
棉	68C9	V	台語教典、客語教典
棋	68CB	V	台語教典、客語教典
棍	68CD	V	台語教典、客語教典
棑	68D1	V	台語教典
棒	68D2	V	台語教典、客語教典
棕	68D5	V	台語教典、客語教典
棗	68D7	V	台語教典、客語教典
棘	68D8	V	客語教典
棚	68DA	V	台語教典、客語教典
棟	68DF	V	台語教典、客語教典
棠	68E0	V	台語教典、客語教典
棧	68E7	V	台語教典、客語教典
森	68EE	V	台語教典、客語教典
棰	68F0	V	台語教典
棲	68F2	V	台語教典、客語教典
棵	68F5	V	客語教典
棺	68FA	V	台語教典、客語教典
椅	6905	V	台語教典、客語教典
椊	690A	V	客語教典
植	690D	V	台語教典、客語教典
椎	690E	V	客語教典
椏	690F	V	台語教典、客語教典
椒	6912	V	台語教典、客語教典
椪	692A	V	台語教典
椰	6930	V	台語教典、客語教典
椹	6939	V	台語教典
楂	6942	V	客語教典
楊	694A	V	台語教典、客語教典
楓	6953	V	台語教典、客語教典
楔	6954	V	台語教典、客語教典
楗	6957	V	台語教典
楚	695A	V	台語教典、客語教典
楝	695D	V	台語教典、客語教典
楞	695E	V	台語教典
楠	6960	V	台語教典、客語教典
楣	6963	V	台語教典、客語教典
楦	6966	V	台語教典
楬	696C	V	台語教典
業	696D	V	台語教典、客語教典
楯	696F	V	客語教典
極	6975	V	台語教典、客語教典
楷	6977	V	台語教典、客語教典
楹	6979	V	台語教典
楻	697B	V	客語教典
概	6982	V	台語教典、客語教典
榆	6986	V	台語教典、客語教典
榔	6994	V	台語教典、客語教典
榕	6995	V	台語教典、客語教典
榖	6996	V	客語教典
榛	699B	V	台語教典、客語教典
榜	699C	V	台語教典、客語教典
榨	69A8	V	台語教典、客語教典
榫	69AB	V	台語教典、客語教典
榭	69AD	V	客語教典
榮	69AE	V	台語教典、客語教典
榴	69B4	V	台語教典、客語教典
榷	69B7	V	客語教典
榻	69BB	V	台語教典、客語教典
榼	69BC	V	客語教典
構	69CB	V	台語教典、客語教典
槌	69CC	V	台語教典、客語教典
槍	69CD	V	台語教典、客語教典
槐	69D0	V	台語教典、客語教典
槓	69D3	V	台語教典、客語教典
槔	69D4	V	台語教典
槤	69E4	V	台語教典、客語教典
槳	69F3	V	台語教典、客語教典
槺	69FA		台語教典
槽	69FD	V	台語教典、客語教典
樂	6A02	V	台語教典、客語教典
樊	6A0A	V	台語教典
樑	6A11	V	台語教典、客語教典
樓	6A13	V	台語教典、客語教典
標	6A19	V	台語教典、客語教典
樞	6A1E	V	台語教典
樟	6A1F	V	台語教典、客語教典
樠	6A20	V	台語教典
模	6A21	V	台語教典、客語教典
樣	6A23	V	台語教典、客語教典
樵	6A35	V	台語教典、客語教典
樸	6A38	V	台語教典
樹	6A39	V	台語教典、客語教典
樺	6A3A	V	台語教典
樽	6A3D	V	客語教典
橂	6A42		台語教典
橄	6A44	V	台語教典、客語教典
橋	6A4B	V	台語教典、客語教典
橐	6A50	V	台語教典
橘	6A58	V	客語教典
橙	6A59	V	客語教典
橛	6A5B	V	台語教典
機	6A5F	V	台語教典、客語教典
橡	6A61	V	客語教典
橢	6A62	V	客語教典
橫	6A6B	V	台語教典、客語教典
檀	6A80	V	台語教典、客語教典
檔	6A94	V	台語教典、客語教典
檜	6A9C	V	台語教典、客語教典
檠	6AA0	V	台語教典、客語教典
檢	6AA2	V	台語教典、客語教典
檨	6AA8	V	台語教典、客語教典
檫	6AAB		台語教典
檬	6AAC	V	台語教典
檯	6AAF	V	台語教典、客語教典
檳	6AB3	V	台語教典、客語教典
檸	6AB8	V	台語教典
檻	6ABB	V	客語教典
櫃	6AC3	V	台語教典、客語教典
櫓	6AD3	V	台語教典
櫞	6ADE	V	台語教典、客語教典
櫥	6AE5	V	台語教典、客語教典
櫳	6AF3	V	台語教典
櫻	6AFB	V	台語教典、客語教典
櫼	6AFC	V	台語教典
欄	6B04	V	台語教典、客語教典
欉	6B09	V	台語教典、客語教典
權	6B0A	V	台語教典、客語教典
欖	6B16	V	台語教典、客語教典
欠	6B20	V	台語教典、客語教典
次	6B21	V	台語教典、客語教典
欣	6B23	V	台語教典、客語教典
欱	6B31	V	台語教典
欲	6B32	V	台語教典、客語教典
欶	6B36	V	台語教典
欸	6B38	V	台語教典、客語教典
欹	6B39	V	台語教典
欺	6B3A	V	台語教典、客語教典
欽	6B3D	V	台語教典、客語教典
款	6B3E	V	台語教典、客語教典
歁	6B41	V	台語教典
歃	6B43	V	客語教典
歆	6B46	V	台語教典
歇	6B47	V	台語教典、客語教典
歉	6B49	V	台語教典、客語教典
歌	6B4C	V	台語教典、客語教典
歎	6B4E	V	台語教典
歐	6B50	V	台語教典、客語教典
歕	6B55	V	台語教典、客語教典
歡	6B61	V	台語教典、客語教典
止	6B62	V	台語教典、客語教典
正	6B63	V	台語教典、客語教典
此	6B64	V	台語教典、客語教典
步	6B65	V	台語教典、客語教典
武	6B66	V	台語教典、客語教典
歧	6B67	V	台語教典
歪	6B6A	V	台語教典、客語教典
歲	6B72	V	台語教典、客語教典
歷	6B77	V	台語教典、客語教典
歸	6B78	V	台語教典、客語教典
歹	6B79	V	台語教典、客語教典
死	6B7B	V	台語教典、客語教典
歿	6B7F	V	客語教典
殃	6B83	V	台語教典、客語教典
殉	6B89	V	台語教典
殊	6B8A	V	台語教典、客語教典
殕	6B95	V	台語教典
殖	6B96	V	台語教典、客語教典
殗	6B97	V	台語教典、客語教典
殘	6B98	V	台語教典、客語教典
殭	6BAD	V	台語教典
殮	6BAE	V	台語教典、客語教典
殯	6BAF	V	台語教典、客語教典
段	6BB5	V	台語教典、客語教典
殷	6BB7	V	台語教典、客語教典
殺	6BBA	V	台語教典、客語教典
殼	6BBC	V	台語教典、客語教典
殿	6BBF	V	台語教典、客語教典
毀	6BC0	V	台語教典、客語教典
毅	6BC5	V	台語教典、客語教典
毆	6BC6	V	客語教典
毋	6BCB	V	台語教典、客語教典
母	6BCD	V	台語教典、客語教典
每	6BCF	V	台語教典、客語教典
毒	6BD2	V	台語教典、客語教典
毓	6BD3	V	客語教典
比	6BD4	V	台語教典、客語教典
毛	6BDB	V	台語教典、客語教典
毫	6BEB	V	台語教典、客語教典
毬	6BEC	V	台語教典
毯	6BEF	V	台語教典、客語教典
毽	6BFD	V	台語教典
毿	6BFF	V	台語教典
氅	6C05	V	台語教典
氈	6C08	V	台語教典、客語教典
氏	6C0F	V	台語教典、客語教典
民	6C11	V	台語教典、客語教典
氛	6C1B	V	台語教典、客語教典
氣	6C23	V	台語教典、客語教典
氧	6C27	V	台語教典、客語教典
氫	6C2B	V	客語教典
水	6C34	V	台語教典、客語教典
永	6C38	V	台語教典、客語教典
汀	6C40	V	客語教典
汁	6C41	V	台語教典、客語教典
求	6C42	V	台語教典、客語教典
汆	6C46	V	客語教典
汐	6C50	V	台語教典
汗	6C57	V	台語教典、客語教典
汙	6C59	V	台語教典、客語教典
汞	6C5E	V	客語教典
江	6C5F	V	台語教典、客語教典
池	6C60	V	台語教典、客語教典
污	6C61	V	台語教典、客語教典
汨	6C68	V	客語教典
汪	6C6A	V	台語教典、客語教典
汫	6C6B	V	台語教典、客語教典
汰	6C70	V	台語教典、客語教典
汲	6C72	V	客語教典
汴	6C74	V	台語教典、客語教典
汶	6C76	V	客語教典
決	6C7A	V	台語教典、客語教典
汽	6C7D	V	台語教典、客語教典
沁	6C81	V	台語教典、客語教典
沃	6C83	V	台語教典、客語教典
沈	6C88	V	台語教典、客語教典
沉	6C89	V	台語教典、客語教典
沊	6C8A	V	客語教典
沌	6C8C	V	台語教典、客語教典
沐	6C90	V	台語教典
沒	6C92	V	台語教典、客語教典
沓	6C93	V	台語教典
沕	6C95	V	台語教典
沖	6C96	V	台語教典、客語教典
沙	6C99	V	台語教典、客語教典
沛	6C9B	V	台語教典、客語教典
沢	6CA2		台語教典
沫	6CAB	V	台語教典、客語教典
沬	6CAC	V	台語教典
河	6CB3	V	台語教典、客語教典
沸	6CB8	V	台語教典
油	6CB9	V	台語教典、客語教典
治	6CBB	V	台語教典、客語教典
沼	6CBC	V	台語教典、客語教典
沽	6CBD	V	客語教典
沾	6CBE	V	台語教典、客語教典
沿	6CBF	V	台語教典、客語教典
況	6CC1	V	台語教典、客語教典
泄	6CC4	V	台語教典、客語教典
泅	6CC5	V	台語教典、客語教典
泉	6CC9	V	台語教典、客語教典
泊	6CCA	V	台語教典、客語教典
泌	6CCC	V	台語教典、客語教典
泏	6CCF	V	台語教典
泓	6CD3	V	台語教典
泔	6CD4	V	台語教典、客語教典
法	6CD5	V	台語教典、客語教典
泛	6CDB	V	台語教典、客語教典
泡	6CE1	V	台語教典、客語教典
波	6CE2	V	台語教典、客語教典
泣	6CE3	V	台語教典、客語教典
泥	6CE5	V	台語教典、客語教典
泧	6CE7	V	客語教典
注	6CE8	V	台語教典、客語教典
泯	6CEF	V	客語教典
泰	6CF0	V	台語教典、客語教典
泱	6CF1	V	台語教典、客語教典
泳	6CF3	V	台語教典、客語教典
泵	6CF5	V	台語教典、客語教典
洄	6D04	V	台語教典
洋	6D0B	V	台語教典、客語教典
洎	6D0E	V	客語教典
洒	6D12	V	台語教典
洗	6D17	V	台語教典、客語教典
洘	6D18	V	台語教典
洛	6D1B	V	台語教典、客語教典
洞	6D1E	V	台語教典、客語教典
津	6D25	V	台語教典
洩	6D29	V	台語教典、客語教典
洪	6D2A	V	台語教典、客語教典
洲	6D32	V	台語教典、客語教典
洶	6D36	V	客語教典
活	6D3B	V	台語教典、客語教典
洽	6D3D	V	客語教典
派	6D3E	V	台語教典、客語教典
流	6D41	V	台語教典、客語教典
浙	6D59	V	台語教典、客語教典
浞	6D5E	V	台語教典
浡	6D61	V	台語教典、客語教典
浦	6D66	V	台語教典、客語教典
浩	6D69	V	台語教典、客語教典
浪	6D6A	V	台語教典、客語教典
浬	6D6C	V	客語教典
浮	6D6E	V	台語教典、客語教典
浴	6D74	V	台語教典、客語教典
海	6D77	V	台語教典、客語教典
浸	6D78	V	台語教典、客語教典
浹	6D79	V	客語教典
涂	6D82	V	台語教典
消	6D88	V	台語教典、客語教典
涉	6D89	V	台語教典、客語教典
涎	6D8E	V	台語教典、客語教典
涓	6D93	V	客語教典
涔	6D94	V	客語教典
涕	6D95	V	客語教典
涗	6D97	V	台語教典
涯	6DAF	V	台語教典
液	6DB2	V	台語教典、客語教典
涵	6DB5	V	台語教典、客語教典
涸	6DB8	V	台語教典
涼	6DBC	V	台語教典、客語教典
涿	6DBF	V	客語教典
淆	6DC6	V	客語教典
淇	6DC7	V	台語教典
淋	6DCB	V	台語教典、客語教典
淑	6DD1	V	台語教典、客語教典
淒	6DD2	V	台語教典、客語教典
淘	6DD8	V	台語教典、客語教典
淚	6DDA	V	台語教典、客語教典
淡	6DE1	V	台語教典、客語教典
淨	6DE8	V	台語教典、客語教典
淪	6DEA	V	台語教典、客語教典
淫	6DEB	V	台語教典、客語教典
淬	6DEC	V	客語教典
淮	6DEE	V	台語教典、客語教典
淰	6DF0	V	客語教典
深	6DF1	V	台語教典、客語教典
淳	6DF3	V	客語教典
淵	6DF5	V	台語教典、客語教典
混	6DF7	V	台語教典、客語教典
淹	6DF9	V	台語教典、客語教典
淺	6DFA	V	台語教典、客語教典
添	6DFB	V	台語教典、客語教典
清	6E05	V	台語教典、客語教典
減	6E1B	V	台語教典、客語教典
渝	6E1D	V	台語教典
渟	6E1F	V	客語教典
渡	6E21	V	台語教典、客語教典
渣	6E23	V	台語教典、客語教典
渦	6E26	V	客語教典
渧	6E27	V	台語教典
測	6E2C	V	台語教典、客語教典
港	6E2F	V	台語教典、客語教典
渴	6E34	V	台語教典、客語教典
游	6E38	V	台語教典、客語教典
渺	6E3A	V	台語教典、客語教典
渾	6E3E	V	台語教典、客語教典
湄	6E44	V	客語教典
湊	6E4A	V	客語教典
湓	6E53	V	客語教典
湖	6E56	V	台語教典、客語教典
湘	6E58	V	台語教典、客語教典
湛	6E5B	V	客語教典
湠	6E60	V	台語教典
湢	6E62	V	台語教典、客語教典
湧	6E67	V	台語教典、客語教典
湯	6E6F	V	台語教典、客語教典
湳	6E73	V	台語教典
溉	6E89	V	台語教典、客語教典
源	6E90	V	台語教典、客語教典
溓	6E93	V	客語教典
準	6E96	V	台語教典、客語教典
溚	6E9A		客語教典
溜	6E9C	V	台語教典、客語教典
溝	6E9D	V	台語教典、客語教典
溡	6EA1	V	台語教典
溢	6EA2	V	台語教典、客語教典
溪	6EAA	V	台語教典、客語教典
溫	6EAB	V	台語教典、客語教典
溯	6EAF	V	台語教典、客語教典
溶	6EB6	V	台語教典、客語教典
溺	6EBA	V	台語教典、客語教典
溼	6EBC	V	台語教典、客語教典
滂	6EC2	V	台語教典、客語教典
滄	6EC4	V	台語教典、客語教典
滅	6EC5	V	台語教典、客語教典
滇	6EC7	V	台語教典
滉	6EC9	V	客語教典
滋	6ECB	V	台語教典、客語教典
滑	6ED1	V	台語教典、客語教典
滒	6ED2	V	台語教典
滓	6ED3	V	台語教典
滔	6ED4	V	客語教典
滬	6EEC	V	台語教典
滮	6EEE	V	客語教典
滯	6EEF	V	台語教典
滲	6EF2	V	台語教典
滴	6EF4	V	台語教典、客語教典
滷	6EF7	V	台語教典、客語教典
滸	6EF8	V	台語教典
滾	6EFE	V	台語教典、客語教典
滿	6EFF	V	台語教典、客語教典
漁	6F01	V	台語教典、客語教典
漂	6F02	V	台語教典、客語教典
漆	6F06	V	台語教典、客語教典
漉	6F09	V	台語教典
漏	6F0F	V	台語教典、客語教典
漓	6F13	V	客語教典
演	6F14	V	台語教典、客語教典
漖	6F16		台語教典
漚	6F1A	V	台語教典、客語教典
漠	6F20	V	台語教典、客語教典
漢	6F22	V	台語教典、客語教典
漣	6F23	V	客語教典
漦	6F26	V	客語教典
漩	6F29	V	台語教典
漫	6F2B	V	台語教典、客語教典
漬	6F2C	V	客語教典
漯	6F2F	V	客語教典
漱	6F31	V	台語教典、客語教典
漲	6F32	V	台語教典、客語教典
漳	6F33	V	台語教典
漸	6F38	V	台語教典、客語教典
漿	6F3F	V	台語教典、客語教典
潑	6F51	V	台語教典、客語教典
潔	6F54	V	台語教典、客語教典
潗	6F57	V	客語教典
潘	6F58	V	台語教典、客語教典
潛	6F5B	V	台語教典、客語教典
潢	6F62	V	台語教典、客語教典
潤	6F64	V	台語教典、客語教典
潦	6F66	V	台語教典、客語教典
潭	6F6D	V	台語教典、客語教典
潮	6F6E	V	台語教典、客語教典
潰	6F70	V	台語教典、客語教典
潲	6F72	V	台語教典
潺	6F7A	V	台語教典
澀	6F80	V	台語教典、客語教典
澄	6F84	V	台語教典、客語教典
澈	6F88	V	台語教典、客語教典
澍	6F8D	V	台語教典
澎	6F8E	V	台語教典、客語教典
澗	6F97	V	台語教典、客語教典
澡	6FA1	V	台語教典
澤	6FA4	V	台語教典、客語教典
澩	6FA9	V	台語教典
澱	6FB1	V	客語教典
澳	6FB3	V	台語教典、客語教典
澹	6FB9	V	台語教典
激	6FC0	V	台語教典、客語教典
濁	6FC1	V	台語教典、客語教典
濂	6FC2	V	客語教典
濃	6FC3	V	台語教典、客語教典
濆	6FC6	V	台語教典
濕	6FD5	V	客語教典
濛	6FDB	V	客語教典
濞	6FDE	V	客語教典
濟	6FDF	V	台語教典、客語教典
濤	6FE4	V	台語教典、客語教典
濫	6FEB	V	台語教典、客語教典
濱	6FF1	V	台語教典、客語教典
濺	6FFA	V	台語教典
濾	6FFE	V	台語教典
瀉	7009	V	台語教典、客語教典
瀘	7018	V	台語教典
瀚	701A	V	台語教典
瀝	701D	V	客語教典
瀟	701F	V	台語教典
瀧	7027	V	台語教典
